N,P,K,resistivitas,suhu,kelembapan,kesehatan_day,urea_bulk,TSP_bulk,KCL_bulk,urea_mat,TSP_mat,KCL_mat
210,25,293,87,29,56,0,0,39.13043478,0,0,34.7826087,0
203,16,297,8,29,45,0,0,58.69565217,0,0,54.34782609,0
292,22,251,60,25,66,0,0,45.65217391,0,0,41.30434783,0
201,17,118,12,27,43,1,0,56.52173913,126.6666667,0,52.17391304,106.6666667
210,7,170,61,32,51,0,0,78.26086957,40,0,73.91304348,20
271,7,143,47,29,62,1,0,78.26086957,85,0,73.91304348,65
142,13,112,22,32,60,1,0,65.2173913,136.6666667,0,60.86956522,116.6666667
145,15,202,55,33,52,0,0,60.86956522,0,0,56.52173913,0
242,35,279,20,27,60,1,0,17.39130435,0,0,13.04347826,0
102,18,288,5,29,42,0,52.17391304,54.34782609,0,34.7826087,50,0
161,9,173,10,32,61,0,0,73.91304348,35,0,69.56521739,15
257,12,196,85,26,48,0,0,67.39130435,0,0,63.04347826,0
130,33,125,38,29,53,0,0,21.73913043,115,0,17.39130435,95
117,14,105,85,33,68,1,19.56521739,63.04347826,148.3333333,2.173913043,58.69565217,128.3333333
176,16,107,89,26,50,0,0,58.69565217,145,0,54.34782609,125
103,15,188,22,25,64,0,50,60.86956522,10,32.60869565,56.52173913,0
135,9,192,33,33,42,0,0,73.91304348,3.333333333,0,69.56521739,0
287,26,174,85,31,69,0,0,36.95652174,33.33333333,0,32.60869565,13.33333333
112,29,246,31,29,58,0,30.43478261,30.43478261,0,13.04347826,26.08695652,0
199,16,125,2,25,70,0,0,58.69565217,115,0,54.34782609,95
243,31,141,76,34,40,0,0,26.08695652,88.33333333,0,21.73913043,68.33333333
284,18,222,34,31,58,1,0,54.34782609,0,0,50,0
206,17,240,39,25,59,1,0,56.52173913,0,0,52.17391304,0
296,11,290,40,25,52,1,0,69.56521739,0,0,65.2173913,0
171,28,184,79,25,50,1,0,32.60869565,16.66666667,0,28.26086957,0
160,26,171,59,34,57,0,0,36.95652174,38.33333333,0,32.60869565,18.33333333
147,8,142,71,25,45,1,0,76.08695652,86.66666667,0,71.73913043,66.66666667
234,11,285,57,34,51,0,0,69.56521739,0,0,65.2173913,0
181,15,116,89,28,66,1,0,60.86956522,130,0,56.52173913,110
182,23,261,50,34,42,0,0,43.47826087,0,0,39.13043478,0
206,12,131,68,27,63,1,0,67.39130435,105,0,63.04347826,85
258,27,298,67,33,62,1,0,34.7826087,0,0,30.43478261,0
269,8,139,82,28,58,1,0,76.08695652,91.66666667,0,71.73913043,71.66666667
166,33,240,25,34,45,0,0,21.73913043,0,0,17.39130435,0
283,24,130,41,34,40,0,0,41.30434783,106.6666667,0,36.95652174,86.66666667
192,24,147,45,27,69,1,0,41.30434783,78.33333333,0,36.95652174,58.33333333
240,8,138,19,26,60,1,0,76.08695652,93.33333333,0,71.73913043,73.33333333
216,19,122,18,29,46,0,0,52.17391304,120,0,47.82608696,100
216,18,250,57,30,56,0,0,54.34782609,0,0,50,0
184,26,142,26,26,65,1,0,36.95652174,86.66666667,0,32.60869565,66.66666667
223,25,115,93,26,57,0,0,39.13043478,131.6666667,0,34.7826087,111.6666667
232,7,151,57,30,54,0,0,78.26086957,71.66666667,0,73.91304348,51.66666667
131,15,265,12,26,61,1,0,60.86956522,0,0,56.52173913,0
159,20,198,38,27,60,0,0,50,0,0,45.65217391,0
288,31,256,64,31,48,1,0,26.08695652,0,0,21.73913043,0
214,12,264,4,33,60,1,0,67.39130435,0,0,63.04347826,0
254,10,249,93,31,60,0,0,71.73913043,0,0,67.39130435,0
122,34,122,88,32,45,0,8.695652174,19.56521739,120,0,15.2173913,100
131,16,293,59,27,44,0,0,58.69565217,0,0,54.34782609,0
281,25,123,17,28,47,1,0,39.13043478,118.3333333,0,34.7826087,98.33333333
168,17,178,96,32,69,0,0,56.52173913,26.66666667,0,52.17391304,6.666666667
218,25,163,1,26,51,0,0,39.13043478,51.66666667,0,34.7826087,31.66666667
169,17,267,71,32,53,0,0,56.52173913,0,0,52.17391304,0
215,26,243,91,25,69,1,0,36.95652174,0,0,32.60869565,0
182,13,204,47,31,49,0,0,65.2173913,0,0,60.86956522,0
142,28,222,98,30,68,1,0,32.60869565,0,0,28.26086957,0
152,33,177,15,32,41,0,0,21.73913043,28.33333333,0,17.39130435,8.333333333
152,25,293,96,28,47,0,0,39.13043478,0,0,34.7826087,0
292,12,211,67,31,41,0,0,67.39130435,0,0,63.04347826,0
130,33,243,81,33,63,1,0,21.73913043,0,0,17.39130435,0
163,34,230,61,32,40,1,0,19.56521739,0,0,15.2173913,0
138,31,234,81,34,45,1,0,26.08695652,0,0,21.73913043,0
295,16,160,65,30,69,1,0,58.69565217,56.66666667,0,54.34782609,36.66666667
246,27,142,2,29,51,1,0,34.7826087,86.66666667,0,30.43478261,66.66666667
213,24,223,10,29,57,0,0,41.30434783,0,0,36.95652174,0
207,7,186,66,29,70,0,0,78.26086957,13.33333333,0,73.91304348,0
157,23,167,37,33,54,1,0,43.47826087,45,0,39.13043478,25
152,31,184,44,34,64,1,0,26.08695652,16.66666667,0,21.73913043,0
100,27,154,34,33,70,1,56.52173913,34.7826087,66.66666667,39.13043478,30.43478261,46.66666667
149,31,151,58,31,46,0,0,26.08695652,71.66666667,0,21.73913043,51.66666667
108,25,196,74,26,61,1,39.13043478,39.13043478,0,21.73913043,34.7826087,0
130,8,280,33,29,54,0,0,76.08695652,0,0,71.73913043,0
147,9,257,61,33,68,1,0,73.91304348,0,0,69.56521739,0
234,23,147,20,25,60,1,0,43.47826087,78.33333333,0,39.13043478,58.33333333
208,25,264,50,33,53,0,0,39.13043478,0,0,34.7826087,0
163,19,182,94,26,41,1,0,52.17391304,20,0,47.82608696,0
188,34,233,11,34,68,0,0,19.56521739,0,0,15.2173913,0
112,32,279,99,31,43,0,30.43478261,23.91304348,0,13.04347826,19.56521739,0
127,20,254,47,29,66,0,0,50,0,0,45.65217391,0
164,23,132,24,31,46,1,0,43.47826087,103.3333333,0,39.13043478,83.33333333
259,13,245,22,32,60,0,0,65.2173913,0,0,60.86956522,0
231,27,299,53,32,41,0,0,34.7826087,0,0,30.43478261,0
234,27,238,46,34,49,1,0,34.7826087,0,0,30.43478261,0
221,23,198,13,31,59,1,0,43.47826087,0,0,39.13043478,0
142,8,262,18,32,53,0,0,76.08695652,0,0,71.73913043,0
123,10,108,17,25,49,0,6.52173913,71.73913043,143.3333333,0,67.39130435,123.3333333
257,13,255,64,28,67,0,0,65.2173913,0,0,60.86956522,0
103,28,215,42,34,49,1,50,32.60869565,0,32.60869565,28.26086957,0
135,13,118,69,28,61,1,0,65.2173913,126.6666667,0,60.86956522,106.6666667
273,30,148,59,30,54,1,0,28.26086957,76.66666667,0,23.91304348,56.66666667
285,35,228,97,28,49,1,0,17.39130435,0,0,13.04347826,0
171,21,281,38,27,63,0,0,47.82608696,0,0,43.47826087,0
120,24,126,72,29,45,1,13.04347826,41.30434783,113.3333333,0,36.95652174,93.33333333
154,18,107,62,25,48,1,0,54.34782609,145,0,50,125
117,17,223,1,29,45,1,19.56521739,56.52173913,0,2.173913043,52.17391304,0
225,17,250,69,34,70,0,0,56.52173913,0,0,52.17391304,0
300,34,136,26,34,42,1,0,19.56521739,96.66666667,0,15.2173913,76.66666667
100,20,153,14,30,44,0,56.52173913,50,68.33333333,39.13043478,45.65217391,48.33333333
239,13,233,54,25,57,0,0,65.2173913,0,0,60.86956522,0
193,20,183,89,32,68,1,0,50,18.33333333,0,45.65217391,0
215,27,129,21,34,45,0,0,34.7826087,108.3333333,0,30.43478261,88.33333333
251,11,292,89,29,43,0,0,69.56521739,0,0,65.2173913,0
258,7,143,97,27,67,0,0,78.26086957,85,0,73.91304348,65
148,27,245,39,32,65,0,0,34.7826087,0,0,30.43478261,0
148,11,122,60,25,52,1,0,69.56521739,120,0,65.2173913,100
250,11,199,66,33,43,1,0,69.56521739,0,0,65.2173913,0
280,11,143,31,33,43,1,0,69.56521739,85,0,65.2173913,65
181,30,154,32,25,43,0,0,28.26086957,66.66666667,0,23.91304348,46.66666667
267,31,103,42,34,50,1,0,26.08695652,151.6666667,0,21.73913043,131.6666667
197,18,289,94,25,69,1,0,54.34782609,0,0,50,0
129,33,164,70,32,59,0,0,21.73913043,50,0,17.39130435,30
234,15,130,46,32,62,1,0,60.86956522,106.6666667,0,56.52173913,86.66666667
183,10,253,23,26,66,1,0,71.73913043,0,0,67.39130435,0
229,24,164,23,34,64,0,0,41.30434783,50,0,36.95652174,30
245,8,116,13,26,57,0,0,76.08695652,130,0,71.73913043,110
162,30,181,37,33,65,0,0,28.26086957,21.66666667,0,23.91304348,1.666666667
287,24,204,2,31,44,1,0,41.30434783,0,0,36.95652174,0
238,29,140,29,29,69,0,0,30.43478261,90,0,26.08695652,70
226,7,135,77,32,63,0,0,78.26086957,98.33333333,0,73.91304348,78.33333333
297,30,240,93,25,57,1,0,28.26086957,0,0,23.91304348,0
177,12,214,10,27,56,0,0,67.39130435,0,0,63.04347826,0
167,31,219,91,34,51,0,0,26.08695652,0,0,21.73913043,0
154,26,130,42,25,51,0,0,36.95652174,106.6666667,0,32.60869565,86.66666667
250,20,300,52,31,63,1,0,50,0,0,45.65217391,0
113,28,129,59,33,42,1,28.26086957,32.60869565,108.3333333,10.86956522,28.26086957,88.33333333
277,13,160,42,27,54,1,0,65.2173913,56.66666667,0,60.86956522,36.66666667
117,12,252,58,30,52,1,19.56521739,67.39130435,0,2.173913043,63.04347826,0
262,9,267,48,32,52,1,0,73.91304348,0,0,69.56521739,0
291,7,299,55,29,62,1,0,78.26086957,0,0,73.91304348,0
177,16,120,86,25,58,1,0,58.69565217,123.3333333,0,54.34782609,103.3333333
300,30,141,56,25,41,0,0,28.26086957,88.33333333,0,23.91304348,68.33333333
255,22,125,89,34,48,1,0,45.65217391,115,0,41.30434783,95
212,25,107,76,31,53,0,0,39.13043478,145,0,34.7826087,125
161,30,125,46,25,45,1,0,28.26086957,115,0,23.91304348,95
262,23,209,45,26,59,1,0,43.47826087,0,0,39.13043478,0
119,31,167,55,29,65,1,15.2173913,26.08695652,45,0,21.73913043,25
241,17,102,51,26,67,1,0,56.52173913,153.3333333,0,52.17391304,133.3333333
208,15,117,16,29,46,1,0,60.86956522,128.3333333,0,56.52173913,108.3333333
290,15,198,14,27,42,0,0,60.86956522,0,0,56.52173913,0
221,24,277,26,34,44,0,0,41.30434783,0,0,36.95652174,0
254,31,136,85,29,51,0,0,26.08695652,96.66666667,0,21.73913043,76.66666667
143,17,157,10,34,68,0,0,56.52173913,61.66666667,0,52.17391304,41.66666667
168,35,210,90,30,55,0,0,17.39130435,0,0,13.04347826,0
222,28,231,77,27,61,0,0,32.60869565,0,0,28.26086957,0
251,24,264,20,31,68,0,0,41.30434783,0,0,36.95652174,0
281,25,297,28,25,52,0,0,39.13043478,0,0,34.7826087,0
146,8,137,85,26,54,0,0,76.08695652,95,0,71.73913043,75
160,15,247,65,33,42,0,0,60.86956522,0,0,56.52173913,0
127,33,275,76,26,41,1,0,21.73913043,0,0,17.39130435,0
109,13,189,83,27,66,0,36.95652174,65.2173913,8.333333333,19.56521739,60.86956522,0
151,29,240,18,32,60,0,0,30.43478261,0,0,26.08695652,0
181,12,233,40,25,49,0,0,67.39130435,0,0,63.04347826,0
125,15,188,17,32,53,1,2.173913043,60.86956522,10,0,56.52173913,0
174,33,258,29,28,59,0,0,21.73913043,0,0,17.39130435,0
192,35,230,6,25,70,0,0,17.39130435,0,0,13.04347826,0
117,21,132,41,31,46,0,19.56521739,47.82608696,103.3333333,2.173913043,43.47826087,83.33333333
131,26,279,34,30,50,1,0,36.95652174,0,0,32.60869565,0
205,15,213,22,25,40,1,0,60.86956522,0,0,56.52173913,0
277,18,237,98,25,62,0,0,54.34782609,0,0,50,0
206,25,188,23,30,65,0,0,39.13043478,10,0,34.7826087,0
280,12,160,83,33,65,0,0,67.39130435,56.66666667,0,63.04347826,36.66666667
275,17,168,10,31,46,0,0,56.52173913,43.33333333,0,52.17391304,23.33333333
193,19,149,21,27,58,0,0,52.17391304,75,0,47.82608696,55
266,15,229,6,30,51,0,0,60.86956522,0,0,56.52173913,0
266,34,113,12,29,69,0,0,19.56521739,135,0,15.2173913,115
187,34,300,58,26,47,0,0,19.56521739,0,0,15.2173913,0
155,24,284,97,28,66,1,0,41.30434783,0,0,36.95652174,0
161,34,131,90,25,53,0,0,19.56521739,105,0,15.2173913,85
151,15,177,80,28,67,0,0,60.86956522,28.33333333,0,56.52173913,8.333333333
293,13,253,5,26,58,0,0,65.2173913,0,0,60.86956522,0
217,10,121,97,30,67,0,0,71.73913043,121.6666667,0,67.39130435,101.6666667
258,27,195,31,27,69,0,0,34.7826087,0,0,30.43478261,0
295,10,111,43,30,58,0,0,71.73913043,138.3333333,0,67.39130435,118.3333333
131,32,118,78,25,46,1,0,23.91304348,126.6666667,0,19.56521739,106.6666667
144,14,285,100,32,44,0,0,63.04347826,0,0,58.69565217,0
274,34,198,11,26,58,0,0,19.56521739,0,0,15.2173913,0
266,31,229,44,30,42,0,0,26.08695652,0,0,21.73913043,0
245,16,150,58,25,69,1,0,58.69565217,73.33333333,0,54.34782609,53.33333333
252,25,206,8,32,46,1,0,39.13043478,0,0,34.7826087,0
224,35,203,82,28,55,0,0,17.39130435,0,0,13.04347826,0
270,16,231,44,34,58,0,0,58.69565217,0,0,54.34782609,0
149,35,232,16,27,48,1,0,17.39130435,0,0,13.04347826,0
180,15,273,19,32,58,0,0,60.86956522,0,0,56.52173913,0
296,35,198,97,31,48,0,0,17.39130435,0,0,13.04347826,0
126,19,233,95,25,50,0,0,52.17391304,0,0,47.82608696,0
157,16,296,45,28,42,0,0,58.69565217,0,0,54.34782609,0
101,10,179,60,34,58,1,54.34782609,71.73913043,25,36.95652174,67.39130435,5
224,31,265,9,26,56,1,0,26.08695652,0,0,21.73913043,0
115,14,171,61,31,70,0,23.91304348,63.04347826,38.33333333,6.52173913,58.69565217,18.33333333
186,10,145,81,27,69,1,0,71.73913043,81.66666667,0,67.39130435,61.66666667
103,11,249,10,26,41,0,50,69.56521739,0,32.60869565,65.2173913,0
192,18,242,12,26,42,0,0,54.34782609,0,0,50,0
247,8,217,96,28,56,0,0,76.08695652,0,0,71.73913043,0
287,29,188,37,31,43,0,0,30.43478261,10,0,26.08695652,0
163,35,198,69,30,51,1,0,17.39130435,0,0,13.04347826,0
151,15,178,30,30,47,1,0,60.86956522,26.66666667,0,56.52173913,6.666666667
287,21,136,84,28,54,0,0,47.82608696,96.66666667,0,43.47826087,76.66666667
132,12,178,95,32,44,0,0,67.39130435,26.66666667,0,63.04347826,6.666666667
114,17,263,62,26,43,0,26.08695652,56.52173913,0,8.695652174,52.17391304,0
281,13,173,72,30,67,1,0,65.2173913,35,0,60.86956522,15
141,24,145,73,31,68,1,0,41.30434783,81.66666667,0,36.95652174,61.66666667
281,16,200,64,31,69,1,0,58.69565217,0,0,54.34782609,0
184,29,207,8,27,58,1,0,30.43478261,0,0,26.08695652,0
152,11,140,48,31,69,0,0,69.56521739,90,0,65.2173913,70
134,8,269,76,27,69,1,0,76.08695652,0,0,71.73913043,0
274,32,177,35,32,44,0,0,23.91304348,28.33333333,0,19.56521739,8.333333333
171,13,263,43,33,70,1,0,65.2173913,0,0,60.86956522,0
117,18,179,18,30,69,1,19.56521739,54.34782609,25,2.173913043,50,5
106,17,243,66,26,61,0,43.47826087,56.52173913,0,26.08695652,52.17391304,0
160,12,150,9,29,44,1,0,67.39130435,73.33333333,0,63.04347826,53.33333333
275,35,299,100,29,50,0,0,17.39130435,0,0,13.04347826,0
213,20,157,94,26,51,0,0,50,61.66666667,0,45.65217391,41.66666667
125,15,126,21,33,44,0,2.173913043,60.86956522,113.3333333,0,56.52173913,93.33333333
239,23,227,71,27,54,0,0,43.47826087,0,0,39.13043478,0
124,7,172,31,27,68,1,4.347826087,78.26086957,36.66666667,0,73.91304348,16.66666667
283,27,139,78,31,70,0,0,34.7826087,91.66666667,0,30.43478261,71.66666667
144,30,110,21,26,69,1,0,28.26086957,140,0,23.91304348,120
